"Dato","Arr/Dep","Rutenr.","STA/STD","A/C","Org./Des."
"9/21/2019","D","TG 951  ","14:25","77W","BKK "
"9/21/2019","D","FR 7407 ","14:35","73H","LTN "
"9/21/2019","D","SK 1257 ","14:35","AT7","AAR "
"9/21/2019","A","SK 1423 ","14:40","320","ARN "
"9/21/2019","D","KL 1130 ","14:40","E90","AMS "
"9/21/2019","D","SK 585  ","14:40","32A","PMI "
"9/21/2019","A","EZY8267 ","14:45","319","LGW "
"9/21/2019","A","MS 759  ","14:45","320","CAI "
"9/21/2019","A","SK 1469 ","14:45","73H","OSL "
"9/21/2019","D","BT 136  ","14:45","DH4","RIX "
"9/21/2019","D","DY 941  ","14:45","73H","OSL "
"9/21/2019","D","SK 438  ","14:45","AT7","GOT "
"9/21/2019","A","PC 1073 ","14:50","73H","SAW "
"9/21/2019","A","RC 7123 ","14:50","32N","MLA "
"9/21/2019","A","SK 7774 ","14:50","320","JTR "
"9/21/2019","D","LX 1271 ","14:50","320","ZRH "
"9/21/2019","D","LH 829  ","14:55","32A","FRA "
"9/21/2019","D","TK 1782 ","14:55","32Q","IST "
"9/21/2019","A","I2 3730 ","15:00","320","MAD "
"9/21/2019","A","SK 596  ","15:00","32A","KEF "
"9/21/2019","A","SK 7234 ","15:00","321","CHQ "
"9/21/2019","D","SK 505  ","15:00","32A","LHR "
"9/21/2019","D","SK 649  ","15:00","AT7","HAM "
"9/21/2019","A","SK 7702 ","15:05","320","JSI "
"9/21/2019","A","YM 830  ","15:05","733","TGD "
"9/21/2019","D","AF 1851 ","15:05","319","CDG "
"9/21/2019","D","D8 3350 ","15:05","73H","CHQ "
"9/21/2019","D","DY 7209 ","15:05","789","BKK "
"9/21/2019","D","EZY8268 ","15:10","319","LGW "
"9/21/2019","A","JTG254  ","15:20","73W","RHO "
"9/21/2019","A","WX 9103 ","15:20","CR9","NYO "
"9/21/2019","D","SK 1424 ","15:20","320","ARN "
"9/21/2019","A","FR 409  ","15:25","73H","CGN "
"9/21/2019","A","SK 2747 ","15:25","CR9","PLQ "
"9/21/2019","A","SK 7706 ","15:25","321","PMI "
"9/21/2019","A","D8 3657 ","15:30","73H","BCN "
"9/21/2019","A","SK 984  ","15:30","343","NRT "
"9/21/2019","D","PC 1074 ","15:30","73H","SAW "
"9/21/2019","D","SK 1460 ","15:30","73H","OSL "
"9/21/2019","D","SK 587  ","15:30","32A","AGP "
"9/21/2019","A","SK 2889 ","15:35","CR9","TRD "
"9/21/2019","D","EK 152  ","15:35","77W","DXB "
"9/21/2019","D","JTG345  ","15:35","73H","AYT "
"9/21/2019","A","DK 415  ","15:40","32B","AYT "
"9/21/2019","A","DX 041  ","15:40","AT7","RNN "
"9/21/2019","D","I2 3731 ","15:40","320","MAD "
"9/21/2019","D","SK 943  ","15:40","333","ORD "
"9/21/2019","A","D8 3407 ","15:45","73H","RAK "
"9/21/2019","A","KL 1131 ","15:45","73W","AMS "
"9/21/2019","D","MS 760  ","15:45","320","CAI "
"9/21/2019","D","SK 983  ","15:45","343","NRT "
"9/21/2019","A","D8 3731 ","15:50","73H","FCO "
"9/21/2019","A","SK 7776 ","15:50","32A","CHQ "
"9/21/2019","A","SK 778  ","15:50","321","ATH "
"9/21/2019","D","FR 408  ","15:50","73H","CGN "
"9/21/2019","D","SK 7741 ","15:50","320","CHQ "
"9/21/2019","D","YM 831  ","15:50","733","TGD "
"9/21/2019","A","SK 2652 ","16:00","CR9","GOA "
"9/21/2019","D","SK 2821 ","16:00","321","GZP "
"9/21/2019","A","SK 548  ","16:05","CR9","AMS "
"9/21/2019","A","XQ 572  ","16:05","320","AYT "
"9/21/2019","D","SK 2657 ","16:05","CR9","MUC "
"9/21/2019","D","WF 312  ","16:05","DH4","TRF "
"9/21/2019","A","D8 3741 ","16:10","73H","VCE "
"9/21/2019","D","DX 046  ","16:10","AT7","RNN "
"9/21/2019","A","BA 816  ","16:15","319","LHR "
"9/21/2019","A","SK 1284 ","16:15","AT7","BLL "
"9/21/2019","A","SK 1743 ","16:15","CR9","VNO "
"9/21/2019","D","D8 3092 ","16:15","73H","AAL "
"9/21/2019","A","SK 1471 ","16:20","319","OSL "
"9/21/2019","A","SK 794  ","16:20","32A","NCE "
"9/21/2019","A","SK 1258 ","16:25","AT7","AAR "
"9/21/2019","A","VY 1872 ","16:25","32B","BCN "
"9/21/2019","A","W6 4377 ","16:25","320","SOF "
"9/21/2019","A","SK 1407 ","16:30","319","ARN "
"9/21/2019","D","KL 1132 ","16:30","73W","AMS "
"9/21/2019","D","SK 691  ","16:30","320","FCO "
"9/21/2019","D","RC 7124 ","16:35","32N","MLA "
"9/21/2019","D","SK 7709 ","16:35","321","GZP "
"9/21/2019","D","SK 1549 ","16:40","CR9","AMS "
"9/21/2019","D","SK 1874 ","16:40","CR9","SVG "
"9/21/2019","D","SK 541  ","16:40","CR9","MAN "
"9/21/2019","A","FR 7382 ","16:45","73H","STN "
"9/21/2019","A","SK 520  ","16:45","319","STN "
"9/21/2019","D","D8 3778 ","16:45","73H","AMM "
"9/21/2019","D","SK 1777 ","16:45","32A","FAE "
"9/21/2019","A","SK 439  ","16:55","AT7","GOT "
"9/21/2019","D","SK 1215 ","16:55","AT7","AAL "
"9/21/2019","D","SK 2872 ","16:55","CR9","BGO "
"9/21/2019","D","W6 4378 ","16:55","320","SOF "
"9/21/2019","A","OS 303  ","17:00","320","VIE "
"9/21/2019","A","SK 1877 ","17:00","CR9","SVG "
"9/21/2019","D","BA 817  ","17:00","319","LHR "
"9/21/2019","D","D8 3374 ","17:00","321","ATH "
"9/21/2019","D","DX 082  ","17:00","AT7","KRP "
"9/21/2019","D","SK 7789 ","17:00","320","LCA "
"9/21/2019","D","UV 795  ","17:00","H24","AMS "
"9/21/2019","D","JTG363  ","17:05","73W","PUY "
"9/21/2019","D","SK 1408 ","17:05","319","ARN "
"9/21/2019","D","SK 1468 ","17:05","321","OSL "
"9/21/2019","D","XQ 573  ","17:05","320","AYT "
"9/21/2019","D","FR 7381 ","17:10","73H","STN "
"9/21/2019","D","SK 687  ","17:10","321","MXP "
"9/21/2019","D","SK 7597 ","17:10","321","HER "
"9/21/2019","D","VY 1873 ","17:10","32B","BCN "
"9/21/2019","A","SK 1622 ","17:20","CR9","DUS "
"9/21/2019","A","SK 2873 ","17:20","CR9","BGO "
"9/21/2019","D","SK 2685 ","17:25","319","BLQ "
"9/21/2019","A","FR 607  ","17:30","73H","MAD "
"9/21/2019","A","OK 508  ","17:30","73H","PRG "
"9/21/2019","A","SK 650  ","17:30","AT7","HAM "
"9/21/2019","A","RC 456  ","17:35","319","FAE "
"9/21/2019","A","SK 2828 ","17:35","32A","BEY "
"9/21/2019","A","TK 1785 ","17:35","32B","IST "
"9/21/2019","D","DK 1146 ","17:35","32B","CHQ "
"9/21/2019","A","D8 3281 ","17:40","73H","DBV "
"9/21/2019","D","SK 1781 ","17:40","CR9","OTP "
"9/21/2019","D","OS 304  ","17:45","320","VIE "
"9/21/2019","A","SK 656  ","17:50","CR9","STR "
"9/21/2019","D","SK 440  ","17:50","AT7","GOT "
"9/21/2019","A","SK 1713 ","17:55","CR9","HEL "
"9/21/2019","D","SK 1759 ","17:55","319","SPU "
"9/21/2019","A","DX 049  ","18:00","AT7","RNN "
"9/21/2019","A","DY 948  ","18:00","73H","OSL "
"9/21/2019","D","FR 606  ","18:00","73H","MAD "
"9/21/2019","A","D8 3635 ","18:10","73H","ORY "
"9/21/2019","A","XQ 924  ","18:10","73H","ADB "
"9/21/2019","A","LH 830  ","18:15","32A","FRA "
"9/21/2019","D","OK 509  ","18:15","73H","PRG "
"9/21/2019","D","SK 1635 ","18:15","CR9","FRA "
"9/21/2019","A","KL 1133 ","18:20","73H","AMS "
"9/21/2019","A","AY 959  ","18:25","32B","HEL "
"9/21/2019","A","D8 5922 ","18:25","73H","LPA "
"9/21/2019","D","TK 1786 ","18:30","32B","IST "
"9/21/2019","A","D8 3737 ","18:35","73H","PSA "
"9/21/2019","A","SK 998  ","18:35","343","PVG "
"9/21/2019","D","D8 3666 ","18:35","73H","PMI "
"9/21/2019","D","DY 949  ","18:35","73H","OSL "
"9/21/2019","D","RC 459  ","18:35","319","FAE "
"9/21/2019","D","SK 901  ","18:35","333","EWR "
"9/21/2019","A","FR 4047 ","18:40","73H","AGP "
"9/21/2019","D","D8 3646 ","18:40","73H","NCE "
"9/21/2019","D","SK 997  ","18:40","343","PVG "
"9/21/2019","A","AI 157  ","18:45","788","DEL "
"9/21/2019","A","LH 2444 ","18:45","320","MUC "
"9/21/2019","A","SK 996  ","18:45","343","PEK "
"9/21/2019","A","BT 139  ","18:50","DH4","RIX "
"9/21/2019","A","LO 461  ","18:55","E75","WAW "
"9/21/2019","D","D8 3744 ","18:55","73H","CTA "
"9/21/2019","A","SK 1210 ","19:00","AT7","AAL "
"9/21/2019","D","LH 831  ","19:00","32A","FRA "
"9/21/2019","D","D8 3732 ","19:05","73H","FCO "
"9/21/2019","D","FR 4048 ","19:05","73H","AGP "
"9/21/2019","D","XQ 925  ","19:05","73H","ADB "
"9/21/2019","A","DX 085  ","19:10","AT7","KRP "
"9/21/2019","A","EJU3321 ","19:10","32A","VCE "
"9/21/2019","A","EJU5687 ","19:10","32A","TXL "
"9/21/2019","A","LX 1272 ","19:10","320","ZRH "
"9/21/2019","D","D8 3284 ","19:10","73H","ZAG "
"9/21/2019","D","D8 5923 ","19:10","73H","LPA "
"9/21/2019","D","KL 1134 ","19:10","73H","AMS "
"9/21/2019","A","D8 3645 ","19:15","73H","NCE "
"9/21/2019","A","D8 5072 ","19:25","73H","AGP "
"9/21/2019","A","FR 605  ","19:25","73H","BUD "
"9/21/2019","A","SK 1879 ","19:30","CR9","SVG "
"9/21/2019","D","BT 140  ","19:30","DH4","RIX "
"9/21/2019","D","LH 2445 ","19:30","320","MUC "
"9/21/2019","D","SK 627  ","19:30","CR9","DUS "
"9/21/2019","A","EJU2655 ","19:35","319","MXP "
"9/21/2019","D","SK 1269 ","19:35","AT7","AAR "
"9/21/2019","A","AF 1050 ","19:40","318","CDG "
"9/21/2019","D","EJU3322 ","19:40","32A","VCE "
"9/21/2019","D","EJU5688 ","19:40","32A","TXL "
"9/21/2019","D","SK 753  ","19:40","CR9","GDN "
"9/21/2019","D","DX 052  ","19:45","AT4","RNN "
"9/21/2019","D","LO 462  ","19:45","E75","WAW "
"9/21/2019","A","FR 6482 ","19:50","73H","BOD "
"9/21/2019","D","FR 604  ","19:50","73H","BUD "
"9/21/2019","A","FR 7277 ","19:55","73H","VLC "
"9/21/2019","A","SK 2658 ","19:55","CR9","MUC "
"9/21/2019","A","SK 506  ","19:55","32A","LHR "
"9/21/2019","A","D8 5374 ","20:00","73H","ALC "
"9/21/2019","A","SK 1477 ","20:00","321","OSL "
"9/21/2019","D","LX 1273 ","20:00","320","ZRH "
"9/21/2019","A","SK 1550 ","20:05","CR9","AMS "
"9/21/2019","A","SK 2869 ","20:05","CR9","BGO "
"9/21/2019","A","SK 441  ","20:05","AT7","GOT "
"9/21/2019","A","TF 8231 ","20:05","AR1","SPU "
"9/21/2019","D","EJU2656 ","20:05","319","MXP "
"9/21/2019","A","SK 1409 ","20:10","319","ARN "
"9/21/2019","D","D8 5073 ","20:10","73H","AGP "
"9/21/2019","A","JU 404  ","20:15","319","BEG "
"9/21/2019","D","AY 960  ","20:15","32B","HEL "
"9/21/2019","D","FR 6483 ","20:15","73H","BOD "
"9/21/2019","D","FR 7278 ","20:20","73H","VLC "
"9/21/2019","D","AF 1051 ","20:25","318","CDG "
"9/21/2019","A","TF 8205 ","20:30","AR1","TIA "
"9/21/2019","A","W6 7713 ","20:30","32A","SKP "
"9/21/2019","D","D8 3096 ","20:30","73H","AAL "
"9/21/2019","D","TF 9231 ","20:35","AR1","MMX "
"9/21/2019","D","AI 158  ","20:45","788","DEL "
"9/21/2019","D","D8 5375 ","20:45","73H","ALC "
"9/21/2019","D","SK 647  ","20:45","CR9","HAM "
"9/21/2019","D","SK 667  ","20:45","CR9","STR "
"9/21/2019","D","SK 1410 ","20:50","32A","ARN "
"9/21/2019","D","SK 1472 ","20:50","319","OSL "
"9/21/2019","A","OE 1320 ","20:55","320","VIE "
"9/21/2019","A","SK 542  ","20:55","CR9","MAN "
"9/21/2019","D","SK 1221 ","20:55","AT7","AAL "
"9/21/2019","D","SK 1876 ","20:55","32A","SVG "
"9/21/2019","D","JU 405  ","21:00","319","BEG "
"9/21/2019","D","SK 2870 ","21:00","32A","BGO "
"9/21/2019","D","SK 965  ","21:00","343","HKG "
"9/21/2019","D","SK 995  ","21:00","343","PEK "
"9/21/2019","D","W6 7714 ","21:00","32A","SKP "
"9/21/2019","A","QR 163  ","21:05","788","DOH "
"9/21/2019","A","FI 216  ","21:20","75W","KEF "
"9/21/2019","D","OE 1321 ","21:20","320","VIE "
"9/21/2019","A","GL 782  ","21:30","332","SFJ "
"9/21/2019","A","W6 4533 ","21:30","320","VAR "
"9/21/2019","A","DX 053  ","21:35","AT4","RNN "
"9/21/2019","A","SU 2496 ","21:35","SU9","SVO "
"9/21/2019","A","LH 2446 ","21:45","319","MUC "
"9/21/2019","A","SK 586  ","21:45","32A","PMI "
"9/21/2019","A","FR 7386 ","21:50","73H","STN "
"9/21/2019","A","SK 1636 ","21:50","CR9","FRA "
"9/21/2019","A","SK 1778 ","21:55","32A","FAE "
"9/21/2019","A","TK 1787 ","21:55","321","IST "
"9/21/2019","A","LO 459  ","22:00","E70","WAW "
"9/21/2019","D","W6 4534 ","22:00","320","VAR "
"9/21/2019","A","SK 688  ","22:05","321","MXP "
"9/21/2019","D","DX 054  ","22:05","AT4","RNN "
"9/21/2019","A","FR 2700 ","22:10","73H","SEN "
"9/21/2019","A","OS 307  ","22:10","320","VIE "
"9/21/2019","A","JTG364  ","22:15","73W","PUY "
"9/21/2019","A","SK 2686 ","22:15","319","BLQ "
"9/21/2019","D","FR 7385 ","22:15","73H","STN "
"9/21/2019","A","D8 3097 ","22:20","73H","AAL "
"9/21/2019","A","SK 2820 ","22:20","321","CHQ "
"9/21/2019","A","SK 692  ","22:25","320","FCO "
"9/21/2019","A","KL 1139 ","22:30","73W","AMS "
"9/21/2019","D","FI 217  ","22:30","75W","KEF "
"9/21/2019","A","LH 832  ","22:35","319","FRA "
"9/21/2019","A","SN 2265 ","22:35","319","BRU "
"9/21/2019","D","FR 2701 ","22:35","73H","SEN "
"9/21/2019","D","QR 164  ","22:35","788","DOH "
"9/21/2019","A","D8 3351 ","22:45","73H","CHQ "
"9/21/2019","A","LX 1278 ","22:45","320","ZRH "
"9/21/2019","A","AF 1350 ","22:55","319","CDG "
"9/21/2019","A","DK 1119 ","22:55","32B","PMI "
"9/21/2019","A","TP 752  ","22:55","319","LIS "
"9/21/2019","D","SK 448  ","22:55","32A","GOT "
"9/21/2019","A","SK 1760 ","23:15","319","SPU "
"9/21/2019","A","BA 820  ","23:25","32A","LHR "
"9/21/2019","A","SK 1782 ","23:25","CR9","OTP "
"9/21/2019","A","D8 3285 ","23:30","73H","ZAG "
"9/21/2019","A","SK 2812 ","23:35","319","PMI "
"9/21/2019","A","SK 588  ","23:50","32A","AGP "
"9/21/2019","A","D8 3375 ","23:55","321","ATH "
"9/21/2019","A","D8 3647 ","23:55","73H","NCE "
"9/21/2019","A","SK 7742 ","23:55","320","CHQ "
"9/21/2019","D","DK 4520 ","23:55","32B","BGO "
"9/22/2019","A","RC 7125 ","0:10","32N","MLA "
"9/22/2019","D","SU 2497 ","0:10","SU9","SVO "
"9/22/2019","A","JTG346  ","0:15","73H","AYT "
"9/22/2019","A","SK 2822 ","0:15","321","GZP "
"9/22/2019","A","SK 2824 ","0:15","321","FAO "
"9/22/2019","A","D8 3735 ","0:55","73H","FCO "
"9/22/2019","A","DY 9713 ","1:00","73H","SSH "
"9/22/2019","A","SK 7710 ","1:00","321","GZP "
"9/22/2019","A","SK 7598 ","1:15","321","HER "
"9/22/2019","A","D8 3667 ","1:20","73H","PMI "
"9/22/2019","A","SK 7726 ","1:25","321","CHQ "
"9/22/2019","A","D8 3745 ","1:50","73H","CTA "
"9/22/2019","A","DK 1147 ","1:55","32B","CHQ "
"9/22/2019","A","SK 7790 ","2:10","320","LCA "
"9/22/2019","A","JTG242  ","2:25","73W","AYT "
"9/22/2019","A","D8 3779 ","2:55","73H","AMM "
"9/22/2019","A","FX 5182 ","3:00","75C","CDG "
"9/22/2019","D","SK 7747 ","5:50","320","RHO "
"9/22/2019","D","D8 3790 ","6:00","73H","TLV "
"9/22/2019","D","KL 1124 ","6:00","73W","AMS "
"9/22/2019","D","LX 1279 ","6:00","320","ZRH "
"9/22/2019","D","TP 753  ","6:00","319","LIS "
"9/22/2019","D","D8 3664 ","6:05","73H","PMI "
"9/22/2019","D","LH 2447 ","6:05","319","MUC "
"9/22/2019","D","AF 1351 ","6:15","319","CDG "
"9/22/2019","D","JTG321  ","6:15","73W","TIV "
"9/22/2019","D","SK 585  ","6:15","321","PMI "
"9/22/2019","A","SQ 352  ","6:25","77W","SIN "
"9/22/2019","D","SK 7771 ","6:30","320","HER "
"9/22/2019","D","SN 2268 ","6:40","319","BRU "
"9/22/2019","A","CA 877  ","6:45","332","PEK "
"9/22/2019","D","TK 1788 ","6:45","321","IST "
"9/22/2019","A","FR 7621 ","6:50","73H","KUN "
"9/22/2019","D","LH 833  ","6:50","319","FRA "
"9/22/2019","A","SK 928  ","6:55","333","BOS "
"9/22/2019","D","D8 3616 ","6:55","73H","LIS "
"9/22/2019","A","SK 966  ","7:00","343","HKG "
"9/22/2019","D","D8 9718 ","7:00","73H","HRG "
"9/22/2019","D","LO 460  ","7:00","E70","WAW "
"9/22/2019","D","RC 7120 ","7:00","32N","PVK "
"9/22/2019","A","QR 161  ","7:05","359","DOH "
"9/22/2019","A","SK 1439 ","7:05","32A","GOT "
"9/22/2019","A","WF 262  ","7:05","DH4","KRS "
"9/22/2019","A","SK 1758 ","7:10","CR9","GDN "
"9/22/2019","A","SK 1871 ","7:10","32A","SVG "
"9/22/2019","D","DK 1170 ","7:10","32B","RHO "
"9/22/2019","D","OS 308  ","7:10","320","VIE "
"9/22/2019","D","SK 7739 ","7:10","321","RHO "
"9/22/2019","A","SK 1461 ","7:15","319","OSL "
"9/22/2019","A","SK 910  ","7:15","333","EWR "
"9/22/2019","A","SK 926  ","7:15","333","IAD "
"9/22/2019","D","BA 811  ","7:15","32A","LHR "
"9/22/2019","D","FR 7383 ","7:15","73H","STN "
"9/22/2019","D","SK 2831 ","7:15","32A","SPU "
"9/22/2019","A","SK 1228 ","7:20","AT7","AAL "
"9/22/2019","A","SK 1240 ","7:20","AT7","AAR "
"9/22/2019","A","SK 1415 ","7:20","32A","ARN "
"9/22/2019","A","SK 2861 ","7:20","32A","BGO "
"9/22/2019","A","SK 648  ","7:20","CR9","HAM "
"9/22/2019","D","D8 3730 ","7:20","73H","FCO "
"9/22/2019","D","SK 587  ","7:25","32A","AGP "
"9/22/2019","A","EW 9190 ","7:35","319","DUS "
"9/22/2019","D","WF 263  ","7:35","DH4","KRS "
"9/22/2019","A","TG 950  ","7:40","772","BKK "
"9/22/2019","D","D8 3552 ","7:40","73H","BUD "
"9/22/2019","A","OE 2316 ","7:45","320","STR "
"9/22/2019","D","SK 501  ","7:50","32A","LHR "
"9/22/2019","D","SK 2683 ","7:55","CR9","BLQ "
"9/22/2019","A","LH 2440 ","8:00","319","MUC "
"9/22/2019","D","SK 1416 ","8:00","321","ARN "
"9/22/2019","D","SK 1462 ","8:00","320","OSL "
"9/22/2019","D","SK 1641 ","8:00","AT7","HAM "
"9/22/2019","D","SK 2551 ","8:00","321","AMS "
"9/22/2019","D","SK 595  ","8:00","32A","KEF "
"9/22/2019","D","SK 601  ","8:00","CR9","ZRH "
"9/22/2019","A","FR 8220 ","8:05","73H","PRG "
"9/22/2019","D","SK 1629 ","8:05","CR9","DUS "
"9/22/2019","D","SK 1708 ","8:05","CR9","HEL "
"9/22/2019","D","SK 1870 ","8:05","CR9","SVG "
"9/22/2019","D","SK 2862 ","8:05","CR9","BGO "
"9/22/2019","D","SK 434  ","8:05","AT7","GOT "
"9/22/2019","D","SK 681  ","8:05","321","FCO "
"9/22/2019","D","OE 2317 ","8:10","320","STR "
"9/22/2019","A","FR 201  ","8:15","73H","CRL "
"9/22/2019","A","SK 620  ","8:15","CR9","DUS "
"9/22/2019","D","D8 3350 ","8:15","73H","CHQ "
"9/22/2019","D","SK 1735 ","8:15","32A","KRK "
"9/22/2019","D","SK 593  ","8:15","CR9","BRU "
"9/22/2019","A","AY 951  ","8:20","321","HEL "
"9/22/2019","D","QR 162  ","8:20","359","DOH "
"9/22/2019","D","SK 2691 ","8:20","32A","VCE "
"9/22/2019","D","SK 613  ","8:20","CR9","GVA "
"9/22/2019","A","BT 131  ","8:25","CS3","RIX "
"9/22/2019","D","EW 9191 ","8:25","319","DUS "
"9/22/2019","D","SK 1685 ","8:25","321","MXP "
"9/22/2019","D","SK 565  ","8:25","319","CDG "
"9/22/2019","D","SK 793  ","8:25","321","NCE "
"9/22/2019","D","DX 034  ","8:30","AT7","RNN "
"9/22/2019","D","FR 8221 ","8:30","73H","PRG "
"9/22/2019","D","SK 539  ","8:30","CR9","MAN "
"9/22/2019","D","SK 777  ","8:30","321","ATH "
"9/22/2019","A","FR 2992 ","8:35","73H","BGY "
"9/22/2019","D","JTG355  ","8:35","73H","RHO "
"9/22/2019","A","AC 882  ","8:40","77W","YYZ "
"9/22/2019","A","KL 1125 ","8:40","73H","AMS "
"9/22/2019","D","FR 200  ","8:40","73H","CRL "
"9/22/2019","D","LH 2441 ","8:40","319","MUC "
"9/22/2019","A","SK 668  ","8:45","CR9","STR "
"9/22/2019","A","FHY793  ","8:50","320","AYT "
"9/22/2019","A","JU 400  ","8:50","319","BEG "
"9/22/2019","A","XQ 570  ","8:50","320","AYT "
"9/22/2019","A","AF 1750 ","8:55","319","CDG "
"9/22/2019","D","SK 1673 ","8:55","319","TXL "
"9/22/2019","A","LH 824  ","9:00","32N","FRA "
"9/22/2019","D","AY 952  ","9:00","321","HEL "
"9/22/2019","D","D8 3084 ","9:00","73H","AAL "
"9/22/2019","D","FR 2991 ","9:00","73H","BGY "
"9/22/2019","D","SK 1418 ","9:00","319","ARN "
"9/22/2019","A","OS 301  ","9:05","321","VIE "
"9/22/2019","D","BT 132  ","9:05","CS3","RIX "
"9/22/2019","D","SK 1281 ","9:05","AT7","BLL "
"9/22/2019","A","DY 936  ","9:10","73H","OSL "
"9/22/2019","D","D8 3580 ","9:10","321","PRG "
"9/22/2019","A","DY 4151 ","9:15","73H","ARN "
"9/22/2019","A","EJU2653 ","9:15","319","MXP "
"9/22/2019","D","SK 1207 ","9:15","CR9","AAL "
"9/22/2019","D","KL 1126 ","9:25","73H","AMS "
"9/22/2019","A","EJU5681 ","9:30","319","TXL "
"9/22/2019","A","FR 2676 ","9:30","73H","BLQ "
"9/22/2019","D","JU 401  ","9:35","319","BEG "
"9/22/2019","D","SK 1665 ","9:35","CR9","MUC "
"9/22/2019","A","DX 037  ","9:40","AT4","RNN "
"9/22/2019","A","LO 463  ","9:40","E75","WAW "
"9/22/2019","A","SK 6204 ","9:40","32A","AGP "
"9/22/2019","D","AF 1751 ","9:40","319","CDG "
"9/22/2019","D","SK 1245 ","9:40","AT7","AAR "
"9/22/2019","D","XQ 571  ","9:40","320","AYT "
"9/22/2019","A","BA 812  ","9:45","32A","LHR "
"9/22/2019","A","TK 1783 ","9:45","333","IST "
"9/22/2019","D","DY 4152 ","9:45","73H","ARN "
"9/22/2019","D","DY 935  ","9:45","73H","OSL "
"9/22/2019","D","EJU2654 ","9:45","319","MXP "
"9/22/2019","A","CAI785  ","9:50","73H","AYT "
"9/22/2019","D","FHY794  ","9:50","320","AYT "
"9/22/2019","D","FR 2677 ","9:55","73H","BLQ "
"9/22/2019","D","EJU5682 ","10:00","319","TXL "
"9/22/2019","D","LH 825  ","10:00","32N","FRA "
"9/22/2019","D","SK 2961 ","10:00","319","FLR "
"9/22/2019","D","OS 302  ","10:10","321","VIE "
"9/22/2019","A","SK 443  ","10:15","AT7","GOT "
"9/22/2019","D","D8 3640 ","10:15","73H","NCE "
"9/22/2019","A","VY 1870 ","10:20","320","BCN "
"9/22/2019","A","D8 5070 ","10:25","73H","AGP "
"9/22/2019","D","SK 909  ","10:25","333","EWR "
"9/22/2019","A","EZY6135 ","10:30","32A","BRS "
"9/22/2019","A","OU 480  ","10:30","CRK","ZAG "
"9/22/2019","A","SK 646  ","10:30","AT7","HAM "
"9/22/2019","D","DX 076  ","10:30","AT4","KRP "
"9/22/2019","D","LO 464  ","10:30","E75","WAW "
"9/22/2019","D","SK 6203 ","10:30","32A","AGP "
"9/22/2019","A","A3 750  ","10:40","32A","ATH "
"9/22/2019","D","AC 883  ","10:40","77W","YYZ "
"9/22/2019","D","BA 813  ","10:40","32A","LHR "
"9/22/2019","A","D8 3085 ","10:50","73H","AAL "
"9/22/2019","D","CAI786  ","10:50","73H","AYT "
"9/22/2019","D","SK 1755 ","10:50","AT7","POZ "
"9/22/2019","A","SK 1875 ","11:00","CR9","SVG "
"9/22/2019","D","EZY6136 ","11:00","32A","BRS "
"9/22/2019","D","MMD1006 ","11:00","D20","FAB "
"9/22/2019","D","SK 1777 ","11:00","32A","FAE "
"9/22/2019","D","VY 1871 ","11:00","320","BCN "
"9/22/2019","A","KL 1127 ","11:05","73H","AMS "
"9/22/2019","A","SK 1455 ","11:05","320","OSL "
"9/22/2019","A","SN 2257 ","11:05","CR9","BRU "
"9/22/2019","A","WF 305  ","11:05","DH4","TRF "
"9/22/2019","A","SK 1208 ","11:10","CR9","AAL "
"9/22/2019","A","SK 1419 ","11:10","321","ARN "
"9/22/2019","A","SK 1284 ","11:15","AT7","BLL "
"9/22/2019","A","SK 1630 ","11:15","CR9","DUS "
"9/22/2019","A","SK 2865 ","11:15","CR9","BGO "
"9/22/2019","D","D8 5071 ","11:15","73H","AGP "
"9/22/2019","D","TK 1784 ","11:15","333","IST "
"9/22/2019","A","AF 1150 ","11:20","318","CDG "
"9/22/2019","D","OU 481  ","11:20","CRK","ZAG "
"9/22/2019","A","EZY8265 ","11:25","32N","LGW "
"9/22/2019","A","LH 826  ","11:25","32A","FRA "
"9/22/2019","A","RC 450  ","11:25","319","FAE "
"9/22/2019","A","SK 1246 ","11:25","AT7","AAR "
"9/22/2019","A","SK 552  ","11:25","321","AMS "
"9/22/2019","D","D8 3198 ","11:25","73H","ARN "
"9/22/2019","A","SK 1674 ","11:30","319","TXL "
"9/22/2019","D","A3 751  ","11:30","32A","ATH "
"9/22/2019","A","TP 754  ","11:35","321","LIS "
"9/22/2019","D","SK 436  ","11:35","AT7","GOT "
"9/22/2019","A","DX 039  ","11:40","AT7","RNN "
"9/22/2019","A","3O 611  ","11:45","320","AGA "
"9/22/2019","A","FR 7384 ","11:45","73H","STN "
"9/22/2019","A","OS 309  ","11:45","320","VIE "
"9/22/2019","D","SK 1420 ","11:45","320","ARN "
"9/22/2019","D","SK 1458 ","11:45","321","OSL "
"9/22/2019","D","SK 2864 ","11:45","CR9","BGO "
"9/22/2019","A","PC 1071 ","11:50","32A","SAW "
"9/22/2019","D","KL 1128 ","11:50","73H","AMS "
"9/22/2019","D","SN 2258 ","11:50","CR9","BRU "
"9/22/2019","A","D8 3553 ","11:55","73H","BUD "
"9/22/2019","A","SK 1709 ","11:55","CR9","HEL "
"9/22/2019","A","SK 1736 ","11:55","32A","KRK "
"9/22/2019","D","EZY8266 ","11:55","32N","LGW "
"9/22/2019","D","SK 2533 ","11:55","CR9","BHX "
"9/22/2019","D","SK 763  ","11:55","CR9","WRO "
"9/22/2019","A","FR 409  ","12:00","73H","CGN "
