"Dato","Arr/Dep","Rutenr.","STA/STD","A/C","Org./Des."
"9/28/2019","A","SK 1461 ","7:15","738","OSL "
"9/28/2019","A","SK 910  ","7:15","333","EWR "
"9/28/2019","A","SK 926  ","7:15","333","IAD "
"9/28/2019","A","WF 301  ","7:15","DH4","TRF "
"9/28/2019","D","FR 7383 ","7:15","73H","STN "
"9/28/2019","D","JTG241  ","7:15","73W","AYT "
"9/28/2019","D","JTG253  ","7:15","73W","RHO "
"9/28/2019","D","SK 639  ","7:15","319","FRA "
"9/28/2019","A","SK 1228 ","7:20","319","AAL "
"9/28/2019","A","SK 1240 ","7:20","AT7","AAR "
"9/28/2019","A","SK 1415 ","7:20","320","ARN "
"9/28/2019","A","SK 1705 ","7:20","321","HEL "
"9/28/2019","A","SK 2861 ","7:20","32A","BGO "
"9/28/2019","D","BA 811  ","7:20","320","LHR "
"9/28/2019","D","RC 7122 ","7:20","32N","MLA "
"9/28/2019","A","SK 2762 ","7:25","CR9","WAW "
"9/28/2019","A","SK 620  ","7:25","CR9","DUS "
"9/28/2019","A","SK 648  ","7:25","CR9","HAM "
"9/28/2019","A","SK 668  ","7:30","CR9","STR "
"9/28/2019","A","FR 8220 ","7:35","73H","PRG "
"9/28/2019","A","SK 2885 ","7:35","CR9","TRD "
"9/28/2019","D","D8 3580 ","7:35","73H","PRG "
"9/28/2019","D","WF 263  ","7:35","DH4","KRS "
"9/28/2019","A","DX 033  ","7:40","AT4","RNN "
"9/28/2019","A","TG 950  ","7:40","77W","BKK "
"9/28/2019","A","OE 2316 ","7:45","320","STR "
"9/28/2019","D","SK 7775 ","7:45","32A","CHQ "
"9/28/2019","D","WF 302  ","7:50","DH4","TRF "
"9/28/2019","A","OE 9120 ","7:55","320","DUS "
"9/28/2019","D","D8 3648 ","7:55","73H","BIA "
"9/28/2019","A","LG 5433 ","8:00","DH4","LUX "
"9/28/2019","A","LH 2440 ","8:00","319","MUC "
"9/28/2019","D","FR 8221 ","8:00","73H","PRG "
"9/28/2019","D","SK 1416 ","8:00","320","ARN "
"9/28/2019","D","SK 1641 ","8:00","AT7","HAM "
"9/28/2019","D","SK 2681 ","8:00","321","NAP "
"9/28/2019","D","SK 595  ","8:00","32A","KEF "
"9/28/2019","D","SK 751  ","8:00","CR9","WAW "
"9/28/2019","D","SK 1629 ","8:05","CR9","DUS "
"9/28/2019","D","SK 1708 ","8:05","CR9","HEL "
"9/28/2019","D","SK 1870 ","8:05","CR9","SVG "
"9/28/2019","D","SK 2862 ","8:05","CR9","BGO "
"9/28/2019","D","SK 681  ","8:05","321","FCO "
"9/28/2019","D","SK 7701 ","8:05","32A","JSI "
"9/28/2019","A","D8 3081 ","8:10","73H","AAL "
"9/28/2019","A","EJU4553 ","8:10","32A","SXF "
"9/28/2019","A","FR 201  ","8:10","73H","CRL "
"9/28/2019","D","OE 2317 ","8:10","320","STR "
"9/28/2019","D","SK 1462 ","8:10","738","OSL "
"9/28/2019","D","SK 2827 ","8:10","320","BEY "
"9/28/2019","D","SK 2551 ","8:15","CR9","AMS "
"9/28/2019","D","SK 2811 ","8:15","32A","PMI "
"9/28/2019","D","SK 537  ","8:15","CR9","DUB "
"9/28/2019","D","SK 593  ","8:15","CR9","BRU "
"9/28/2019","D","SK 7705 ","8:15","321","PMI "
"9/28/2019","A","AY 951  ","8:20","319","HEL "
"9/28/2019","A","DY 962  ","8:20","73H","BGO "
"9/28/2019","D","QR 162  ","8:20","77W","DOH "
"9/28/2019","D","SK 434  ","8:20","CR9","GOT "
"9/28/2019","A","BT 131  ","8:25","DH4","RIX "
"9/28/2019","D","OE 9121 ","8:25","320","DUS "
"9/28/2019","D","SK 1685 ","8:25","319","MXP "
"9/28/2019","D","SK 565  ","8:25","CR9","CDG "
"9/28/2019","A","6I 115  ","8:30","AT7","SGD "
"9/28/2019","A","EJU2653 ","8:30","32A","MXP "
"9/28/2019","A","OK 504  ","8:30","319","PRG "
"9/28/2019","D","SK 539  ","8:30","CR9","MAN "
"9/28/2019","A","SK 1280 ","8:35","AT7","BLL "
"9/28/2019","D","FR 200  ","8:35","73H","CRL "
"9/28/2019","D","LG 5434 ","8:35","DH4","LUX "
"9/28/2019","D","SK 777  ","8:35","32A","ATH "
"9/28/2019","A","AC 882  ","8:40","77W","YYZ "
"9/28/2019","A","EJU5681 ","8:40","320","TXL "
"9/28/2019","A","KL 1125 ","8:40","73H","AMS "
"9/28/2019","D","EJU4554 ","8:40","32A","SXF "
"9/28/2019","D","LH 2441 ","8:40","319","MUC "
"9/28/2019","D","DX 074  ","8:45","AT4","KRP "
"9/28/2019","A","LX 1266 ","8:50","320","ZRH "
"9/28/2019","A","XQ 570  ","8:50","320","AYT "
"9/28/2019","D","DY 963  ","8:50","73H","BGO "
"9/28/2019","A","EW 9190 ","8:55","DH4","DUS "
"9/28/2019","A","LH 824  ","8:55","32N","FRA "
"9/28/2019","A","SK 419  ","8:55","319","ARN "
"9/28/2019","A","SK 451  ","8:55","73H","OSL "
"9/28/2019","D","D8 3656 ","8:55","73H","BCN "
"9/28/2019","A","EJU7723 ","9:00","32A","NTE "
"9/28/2019","D","6I 116  ","9:00","AT7","SGD "
"9/28/2019","D","AY 952  ","9:00","319","HEL "
"9/28/2019","D","EJU2654 ","9:00","32A","MXP "
"9/28/2019","D","SK 2831 ","9:00","319","SPU "
"9/28/2019","A","OS 301  ","9:05","E95","VIE "
"9/28/2019","D","BT 132  ","9:05","DH4","RIX "
"9/28/2019","D","SK 1207 ","9:05","AT7","AAL "
"9/28/2019","D","SK 1245 ","9:05","AT7","AAR "
"9/28/2019","D","EJU5682 ","9:10","320","TXL "
"9/28/2019","D","OK 505  ","9:15","319","PRG "
"9/28/2019","D","EW 9191 ","9:25","DH4","DUS "
"9/28/2019","D","KL 1126 ","9:25","73H","AMS "
"9/28/2019","D","EJU7724 ","9:30","32A","NTE "
"9/28/2019","A","DY 932  ","9:35","73H","OSL "
"9/28/2019","D","LH 825  ","9:35","32N","FRA "
"9/28/2019","D","LX 1267 ","9:35","320","ZRH "
"9/28/2019","D","SK 1418 ","9:35","321","ARN "
"9/28/2019","D","SK 1464 ","9:35","73H","OSL "
"9/28/2019","A","DX 037  ","9:40","AT7","RNN "
"9/28/2019","A","EZY1985 ","9:40","319","MAN "
"9/28/2019","A","LO 463  ","9:40","E95","WAW "
"9/28/2019","A","SK 9101 ","9:40","321","HEL "
"9/28/2019","D","XQ 571  ","9:40","320","AYT "
"9/28/2019","A","SK 500  ","9:45","32A","LHR "
"9/28/2019","A","TK 1783 ","9:45","333","IST "
"9/28/2019","A","FR 3565 ","9:50","73H","SKG "
"9/28/2019","A","BA 812  ","9:55","321","LHR "
"9/28/2019","A","EZY8265 ","9:55","319","LGW "
"9/28/2019","D","D8 3730 ","10:00","73H","FCO "
"9/28/2019","D","DX 942  ","10:00","AT7","KUN "
"9/28/2019","D","DY 933  ","10:05","73H","OSL "
"9/28/2019","D","EZY1986 ","10:10","319","MAN "
"9/28/2019","D","OS 302  ","10:10","E95","VIE "
"9/28/2019","A","UV 502  ","10:15","GJ4","DEL "
"9/28/2019","D","DX 036  ","10:15","AT7","RNN "
"9/28/2019","D","FR 3566 ","10:15","73H","SKG "
"9/28/2019","A","SK 443  ","10:20","CR9","GOT "
"9/28/2019","A","VY 1870 ","10:20","32N","BCN "
"9/28/2019","D","EZY8266 ","10:20","319","LGW "
"9/28/2019","D","SK 909  ","10:25","343","EWR "
"9/28/2019","A","D8 6110 ","10:30","734","MAD "
"9/28/2019","A","DY 4153 ","10:30","73H","ARN "
"9/28/2019","A","OU 480  ","10:30","CRK","ZAG "
"9/28/2019","A","SK 646  ","10:30","AT7","HAM "
"9/28/2019","D","LO 464  ","10:30","E95","WAW "
"9/28/2019","A","OU 4482 ","10:35","320","SPU "
"9/28/2019","A","A3 750  ","10:40","32A","ATH "
"9/28/2019","A","D8 260  ","10:40","73H","HEL "
"9/28/2019","D","AC 883  ","10:40","77W","YYZ "
"9/28/2019","A","D8 3581 ","10:45","73H","PRG "
"9/28/2019","D","BA 813  ","10:45","321","LHR "
"9/28/2019","D","SK 793  ","10:45","32A","NCE "
"9/28/2019","A","SK 1246 ","10:50","AT7","AAR "
"9/28/2019","A","SK 640  ","10:50","319","FRA "
"9/28/2019","A","SK 1875 ","11:00","CR9","SVG "
"9/28/2019","D","DY 4154 ","11:00","73H","ARN "
"9/28/2019","D","SK 2651 ","11:00","CR9","GOA "
"9/28/2019","D","VY 1871 ","11:00","32N","BCN "
"9/28/2019","A","DX 077  ","11:05","AT4","KRP "
"9/28/2019","A","KL 1127 ","11:05","73H","AMS "
"9/28/2019","A","SN 2257 ","11:05","319","BRU "
"9/28/2019","A","WF 305  ","11:05","DH4","TRF "
"9/28/2019","A","SK 1419 ","11:10","320","ARN "
"9/28/2019","A","SK 1455 ","11:10","738","OSL "
"9/28/2019","D","SK 759  ","11:10","AT7","GDN "
"9/28/2019","A","SK 1208 ","11:15","AT7","AAL "
"9/28/2019","A","SK 1630 ","11:15","CR9","DUS "
"9/28/2019","D","TK 1784 ","11:15","333","IST "
"9/28/2019","D","UV 502  ","11:15","GJ4","YYR "
"9/28/2019","A","AF 1150 ","11:20","318","CDG "
"9/28/2019","A","FR 4471 ","11:20","73H","SVQ "
"9/28/2019","A","LH 826  ","11:20","319","FRA "
"9/28/2019","A","SK 2865 ","11:20","CR9","BGO "
"9/28/2019","A","SK 752  ","11:20","CR9","WAW "
"9/28/2019","D","D8 261  ","11:20","73H","HEL "
"9/28/2019","D","OU 481  ","11:20","CRK","ZAG "
"9/28/2019","A","D8 3289 ","11:25","73H","SPU "
"9/28/2019","A","RC 450  ","11:25","319","FAE "
"9/28/2019","D","A3 751  ","11:30","32A","ATH "
"9/28/2019","A","D8 2902 ","11:35","73H","LGW "
"9/28/2019","A","DK 415  ","11:35","320","AYT "
"9/28/2019","A","TP 754  ","11:35","320","LIS "
"9/28/2019","D","D8 3740 ","11:35","73H","VCE "
"9/28/2019","D","SK 436  ","11:35","AT7","GOT "
"9/28/2019","D","WF 265  ","11:35","DH4","KRS "
"9/28/2019","A","DY 7012 ","11:40","789","JFK "
"9/28/2019","A","FR 7384 ","11:45","73H","STN "
"9/28/2019","A","OS 309  ","11:45","320","VIE "
"9/28/2019","A","SK 552  ","11:45","CR9","AMS "
"9/28/2019","D","FR 4470 ","11:45","73H","SVQ "
"9/28/2019","D","SK 1213 ","11:45","AT7","AAL "
"9/28/2019","D","SK 1420 ","11:45","320","ARN "
"9/28/2019","D","SK 1458 ","11:45","738","OSL "
"9/28/2019","A","PC 1071 ","11:50","73H","SAW "
"9/28/2019","D","KL 1128 ","11:50","73H","AMS "
"9/28/2019","D","SN 2258 ","11:50","319","BRU "
"9/28/2019","A","SK 1709 ","11:55","CR9","HEL "
"9/28/2019","D","D8 6111 ","11:55","734","MAD "
"9/28/2019","D","SK 2882 ","11:55","CR9","TRD "
"9/28/2019","A","SK 594  ","12:00","CR9","BRU "
"9/28/2019","D","OU 4483 ","12:00","320","SPU "
"9/28/2019","A","LH 2442 ","12:05","321","MUC "
"9/28/2019","A","SU 2658 ","12:05","73H","SVO "
"9/28/2019","D","LH 827  ","12:05","319","FRA "
"9/28/2019","A","D8 3643 ","12:10","73H","NCE "
"9/28/2019","A","TF 8291 ","12:10","AR1","SPU "
"9/28/2019","D","AF 1151 ","12:10","318","CDG "
"9/28/2019","D","FR 7620 ","12:10","73H","KUN "
"9/28/2019","A","EZS1151 ","12:15","319","BSL "
"9/28/2019","D","D8 3280 ","12:20","73H","DBV "
"9/28/2019","D","DK 414  ","12:20","320","AYT "
"9/28/2019","D","SK 519  ","12:20","319","STN "
"9/28/2019","D","SK 925  ","12:20","333","IAD "
"9/28/2019","D","SQ 351  ","12:20","77W","SIN "
"9/28/2019","D","TP 757  ","12:20","320","LIS "
"9/28/2019","A","DY 7092 ","12:25","789","LAX "
"9/28/2019","D","RC 453  ","12:25","319","FAE "
"9/28/2019","D","SK 935  ","12:25","343","SFO "
"9/28/2019","A","BO 771  ","12:30","73P","BUD "
"9/28/2019","D","OS 310  ","12:30","320","VIE "
"9/28/2019","D","PC 1072 ","12:30","73H","SAW "
"9/28/2019","A","FR 1327 ","12:35","73H","NAP "
"9/28/2019","A","SK 1421 ","12:35","321","ARN "
"9/28/2019","A","AY 953  ","12:40","321","HEL "
"9/28/2019","A","FR 632  ","12:40","73H","DUB "
"9/28/2019","D","SK 1742 ","12:40","CR9","VNO "
"9/28/2019","D","SK 2746 ","12:40","CR9","PLQ "
"9/28/2019","D","SK 547  ","12:40","CR9","AMS "
"9/28/2019","A","EK 9934 ","12:45","77X","MEX "
"9/28/2019","A","SK 540  ","12:45","CR9","MAN "
"9/28/2019","D","EZS1152 ","12:45","319","BSL "
"9/28/2019","D","LH 2443 ","12:45","321","MUC "
"9/28/2019","A","SK 1467 ","12:50","73H","OSL "
"9/28/2019","A","SK 566  ","12:50","CR9","CDG "
"9/28/2019","A","BA 814  ","12:55","321","LHR "
"9/28/2019","A","D8 3665 ","12:55","73H","PMI "
"9/28/2019","A","FI 204  ","12:55","763","KEF "
"9/28/2019","D","SU 2659 ","12:55","73H","SVO "
"9/28/2019","A","PS 161  ","13:00","73H","KBP "
"9/28/2019","A","TF 8207 ","13:00","AR1","KVA "
"9/28/2019","D","FR 1328 ","13:00","73H","NAP "
"9/28/2019","D","FR 633  ","13:05","73H","DUB "
"9/28/2019","A","D8 3649 ","13:10","73H","BIA "
"9/28/2019","A","D8 3783 ","13:10","73H","BOJ "
"9/28/2019","A","SK 902  ","13:10","333","EWR "
"9/28/2019","D","SK 1422 ","13:10","319","ARN "
"9/28/2019","A","EK 151  ","13:15","77W","DXB "
"9/28/2019","A","FI 206  ","13:15","75W","KEF "
"9/28/2019","A","SK 936  ","13:15","343","SFO "
"9/28/2019","D","D8 3736 ","13:15","73H","PSA "
"9/28/2019","A","EE 9001 ","13:20","AT7","BLL "
"9/28/2019","A","SK 1282 ","13:20","CR9","BLL "
"9/28/2019","A","SK 944  ","13:20","333","ORD "
"9/28/2019","D","AY 954  ","13:20","321","HEL "
"9/28/2019","A","D8 6472 ","13:25","73H","TFS "
"9/28/2019","A","SK 1686 ","13:25","319","MXP "
"9/28/2019","D","SK 1456 ","13:25","73H","OSL "
"9/28/2019","A","FR 2992 ","13:30","73H","BGY "
"9/28/2019","A","FR 407  ","13:30","73H","CIA "
"9/28/2019","D","D8 2903 ","13:30","73H","LGW "
"9/28/2019","A","VY 6804 ","13:35","319","FLR "
"9/28/2019","A","BT 135  ","13:40","DH4","RIX "
"9/28/2019","A","SK 538  ","13:40","CR9","DUB "
"9/28/2019","A","SK 437  ","13:45","AT7","GOT "
"9/28/2019","D","BA 815  ","13:45","321","LHR "
"9/28/2019","D","D8 3634 ","13:45","73H","ORY "
"9/28/2019","A","EJU3827 ","13:50","32A","CDG "
"9/28/2019","D","PS 162  ","13:50","73H","KBP "
"9/28/2019","D","TF 8204 ","13:50","AR1","TIA "
"9/28/2019","A","KL 1129 ","13:55","E90","AMS "
"9/28/2019","A","SK 1214 ","13:55","AT7","AAL "
"9/28/2019","A","SK 7746 ","13:55","320","SMI "
"9/28/2019","D","FR 2991 ","13:55","73H","BGY "
"9/28/2019","D","FR 406  ","13:55","73H","CIA "
"9/28/2019","D","FX 5181 ","13:55","75C","LGG "
"9/28/2019","A","LX 1270 ","14:00","320","ZRH "
"9/28/2019","A","SK 682  ","14:00","321","FCO "
"9/28/2019","A","TK 1781 ","14:00","73H","IST "
"9/28/2019","D","D8 3644 ","14:00","73H","NCE "
"9/28/2019","D","EK 9934 ","14:00","77X","DWC "
"9/28/2019","D","FI 205  ","14:00","763","KEF "
"9/28/2019","A","D8 3671 ","14:05","73H","AGP "
"9/28/2019","A","FR 7408 ","14:05","73H","LTN "
"9/28/2019","A","JTG330  ","14:05","73H","PMI "
"9/28/2019","D","SK 1283 ","14:05","AT7","BLL "
"9/28/2019","D","SK 1712 ","14:05","CR9","HEL "
"9/28/2019","D","SK 1872 ","14:05","CR9","SVG "
"9/28/2019","D","SK 2819 ","14:05","319","CHQ "
"9/28/2019","D","SK 2868 ","14:05","CR9","BGO "
"9/28/2019","A","SK 2682 ","14:10","321","NAP "
"9/28/2019","A","SK 760  ","14:10","AT7","GDN "
"9/28/2019","D","SK 655  ","14:10","CR9","STR "
"9/28/2019","A","AF 1850 ","14:15","319","CDG "
"9/28/2019","A","D8 3621 ","14:15","321","FAO "
"9/28/2019","A","DY 940  ","14:15","73H","OSL "
"9/28/2019","A","LH 828  ","14:15","319","FRA "
"9/28/2019","A","SK 2832 ","14:15","319","SPU "
"9/28/2019","D","SK 1621 ","14:15","CR9","DUS "
"9/28/2019","D","TF 9230 ","14:15","AR1","SPU "
"9/28/2019","D","VY 6805 ","14:15","319","FLR "
"9/28/2019","A","SK 584  ","14:20","32A","AGP "
"9/28/2019","A","WF 266  ","14:20","DH4","KRS "
"9/28/2019","D","D8 6473 ","14:20","73H","TFS "
"9/28/2019","D","EJU3828 ","14:20","32A","CDG "
"9/28/2019","D","DY 7069 ","14:25","789","OAK "
"9/28/2019","D","FI 207  ","14:25","75W","KEF "
"9/28/2019","D","TG 951  ","14:25","77W","BKK "
"9/28/2019","D","FR 7407 ","14:35","73H","LTN "
"9/28/2019","D","SK 1257 ","14:35","AT7","AAR "
"9/28/2019","A","SK 1423 ","14:40","320","ARN "
"9/28/2019","D","KL 1130 ","14:40","E90","AMS "
"9/28/2019","D","SK 585  ","14:40","321","PMI "
"9/28/2019","A","EZY8267 ","14:45","319","LGW "
"9/28/2019","A","MS 759  ","14:45","320","CAI "
"9/28/2019","A","SK 1469 ","14:45","738","OSL "
"9/28/2019","D","BT 136  ","14:45","DH4","RIX "
"9/28/2019","D","DY 941  ","14:45","73H","OSL "
"9/28/2019","D","SK 438  ","14:45","AT7","GOT "
"9/28/2019","A","PC 1073 ","14:50","32N","SAW "
"9/28/2019","A","RC 7123 ","14:50","32N","MLA "
"9/28/2019","A","SK 7774 ","14:50","320","JTR "
"9/28/2019","D","LX 1271 ","14:50","320","ZRH "
"9/28/2019","D","LH 829  ","14:55","319","FRA "
"9/28/2019","D","TK 1782 ","14:55","73H","IST "
"9/28/2019","A","I2 3730 ","15:00","320","MAD "
"9/28/2019","A","SK 596  ","15:00","32A","KEF "
"9/28/2019","A","SK 7234 ","15:00","321","CHQ "
"9/28/2019","D","SK 505  ","15:00","321","LHR "
"9/28/2019","D","SK 649  ","15:00","AT7","HAM "
"9/28/2019","A","SK 7702 ","15:05","32A","JSI "
"9/28/2019","A","YM 830  ","15:05","733","TGD "
"9/28/2019","D","AF 1851 ","15:05","319","CDG "
"9/28/2019","D","D8 3350 ","15:05","73H","CHQ "
"9/28/2019","D","DY 7209 ","15:05","789","BKK "
"9/28/2019","D","EZY8268 ","15:10","319","LGW "
"9/28/2019","A","JTG254  ","15:20","73W","RHO "
"9/28/2019","D","SK 1424 ","15:20","320","ARN "
"9/28/2019","A","FR 409  ","15:25","73H","CGN "
"9/28/2019","A","SK 2747 ","15:25","CR9","PLQ "
"9/28/2019","A","SK 7706 ","15:25","321","PMI "
"9/28/2019","A","D8 3657 ","15:30","73H","BCN "
"9/28/2019","A","SK 984  ","15:30","343","NRT "
"9/28/2019","D","PC 1074 ","15:30","32N","SAW "
"9/28/2019","D","SK 1460 ","15:30","738","OSL "
"9/28/2019","D","SK 587  ","15:30","32A","AGP "
"9/28/2019","A","SK 2889 ","15:35","CR9","TRD "
"9/28/2019","D","EK 152  ","15:35","77W","DXB "
"9/28/2019","D","JTG345  ","15:35","73H","AYT "
"9/28/2019","A","DX 041  ","15:40","AT7","RNN "
"9/28/2019","D","I2 3731 ","15:40","320","MAD "
"9/28/2019","D","SK 943  ","15:40","333","ORD "
"9/28/2019","A","D8 3407 ","15:45","73H","RAK "
"9/28/2019","A","KL 1131 ","15:45","73W","AMS "
"9/28/2019","D","MS 760  ","15:45","320","CAI "
"9/28/2019","D","SK 983  ","15:45","343","NRT "
"9/28/2019","A","D8 3731 ","15:50","73H","FCO "
"9/28/2019","A","SK 7776 ","15:50","32A","CHQ "
"9/28/2019","A","SK 778  ","15:50","32A","ATH "
"9/28/2019","D","FR 408  ","15:50","73H","CGN "
"9/28/2019","D","SK 7741 ","15:50","320","CHQ "
"9/28/2019","D","YM 831  ","15:50","733","TGD "
"9/28/2019","A","SK 2652 ","16:00","CR9","GOA "
"9/28/2019","D","SK 2821 ","16:00","32A","GZP "
"9/28/2019","A","SK 548  ","16:05","CR9","AMS "
"9/28/2019","A","XQ 572  ","16:05","320","AYT "
"9/28/2019","D","SK 2657 ","16:05","CR9","MUC "
"9/28/2019","D","WF 312  ","16:05","DH4","TRF "
"9/28/2019","A","D8 3741 ","16:10","73H","VCE "
"9/28/2019","D","DX 046  ","16:10","AT7","RNN "
"9/28/2019","A","BA 816  ","16:15","319","LHR "
"9/28/2019","A","SK 1284 ","16:15","AT7","BLL "
"9/28/2019","A","SK 1743 ","16:15","CR9","VNO "
"9/28/2019","D","D8 3092 ","16:15","73H","AAL "
"9/28/2019","A","DK 4046 ","16:20","32B","GOT "
"9/28/2019","A","SK 1471 ","16:20","73H","OSL "
"9/28/2019","A","SK 794  ","16:20","32A","NCE "
"9/28/2019","A","PK 771  ","16:25","772","ISB "
"9/28/2019","A","SK 1258 ","16:25","AT7","AAR "
"9/28/2019","A","VY 1872 ","16:25","32B","BCN "
"9/28/2019","A","W6 4377 ","16:25","32A","SOF "
"9/28/2019","A","SK 1407 ","16:30","319","ARN "
"9/28/2019","D","KL 1132 ","16:30","73W","AMS "
"9/28/2019","D","SK 691  ","16:30","32A","FCO "
"9/28/2019","D","RC 7124 ","16:35","32N","MLA "
"9/28/2019","D","SK 7709 ","16:35","321","GZP "
"9/28/2019","D","SK 1549 ","16:40","CR9","AMS "
"9/28/2019","D","SK 1874 ","16:40","CR9","SVG "
"9/28/2019","D","SK 541  ","16:40","CR9","MAN "
"9/28/2019","A","FR 7382 ","16:45","73H","STN "
"9/28/2019","A","SK 520  ","16:45","319","STN "
"9/28/2019","D","D8 3778 ","16:45","73H","AMM "
"9/28/2019","D","SK 1777 ","16:45","32A","FAE "
"9/28/2019","A","SK 439  ","16:55","AT7","GOT "
"9/28/2019","D","SK 1215 ","16:55","AT7","AAL "
"9/28/2019","D","SK 2872 ","16:55","CR9","BGO "
"9/28/2019","D","W6 4378 ","16:55","32A","SOF "
"9/28/2019","A","OS 303  ","17:00","320","VIE "
"9/28/2019","A","SK 1877 ","17:00","CR9","SVG "
"9/28/2019","D","BA 817  ","17:00","319","LHR "
"9/28/2019","D","D8 3374 ","17:00","321","ATH "
"9/28/2019","D","DX 082  ","17:00","AT4","KRP "
"9/28/2019","D","SK 7789 ","17:00","320","LCA "
"9/28/2019","D","JTG363  ","17:05","73W","PUY "
"9/28/2019","D","SK 1408 ","17:05","32A","ARN "
"9/28/2019","D","SK 1468 ","17:05","73H","OSL "
"9/28/2019","D","XQ 573  ","17:05","320","AYT "
"9/28/2019","D","FR 7381 ","17:10","73H","STN "
"9/28/2019","D","SK 687  ","17:10","321","MXP "
"9/28/2019","D","SK 7597 ","17:10","321","HER "
"9/28/2019","D","VY 1873 ","17:10","32B","BCN "
"9/28/2019","A","SK 1622 ","17:20","CR9","DUS "
"9/28/2019","A","SK 2873 ","17:20","CR9","BGO "
"9/28/2019","D","SK 2685 ","17:25","319","BLQ "
"9/28/2019","A","FR 607  ","17:30","73H","MAD "
"9/28/2019","A","SK 650  ","17:30","AT7","HAM "
"9/28/2019","A","RC 456  ","17:35","319","FAE "
"9/28/2019","A","SK 2828 ","17:35","320","BEY "
"9/28/2019","A","TK 1785 ","17:35","321","IST "
"9/28/2019","D","DK 1146 ","17:35","32B","CHQ "
"9/28/2019","A","D8 3281 ","17:40","73H","DBV "
"9/28/2019","D","SK 1781 ","17:40","CR9","OTP "
"9/28/2019","D","OS 304  ","17:45","320","VIE "
"9/28/2019","A","SK 656  ","17:50","CR9","STR "
"9/28/2019","D","SK 440  ","17:50","AT7","GOT "
"9/28/2019","A","SK 1713 ","17:55","CR9","HEL "
"9/28/2019","D","PK 772  ","17:55","772","ISB "
"9/28/2019","D","SK 1759 ","17:55","319","SPU "
"9/28/2019","A","DX 049  ","18:00","AT7","RNN "
"9/28/2019","A","DY 948  ","18:00","73H","OSL "
"9/28/2019","D","FR 606  ","18:00","73H","MAD "
"9/28/2019","A","D8 3635 ","18:10","73H","ORY "
"9/28/2019","A","XQ 924  ","18:10","73H","ADB "
"9/28/2019","A","LH 830  ","18:15","32A","FRA "
"9/28/2019","D","SK 1635 ","18:15","CR9","FRA "
"9/28/2019","A","KL 1133 ","18:20","73H","AMS "
"9/28/2019","A","AY 959  ","18:25","321","HEL "
"9/28/2019","A","D8 5922 ","18:25","73H","LPA "
"9/28/2019","D","TK 1786 ","18:30","321","IST "
"9/28/2019","A","D8 3737 ","18:35","73H","PSA "
"9/28/2019","A","SK 998  ","18:35","343","PVG "
"9/28/2019","D","D8 3666 ","18:35","73H","PMI "
"9/28/2019","D","DY 949  ","18:35","73H","OSL "
"9/28/2019","D","RC 459  ","18:35","319","FAE "
"9/28/2019","D","SK 901  ","18:35","333","EWR "
"9/28/2019","A","FR 4047 ","18:40","73H","AGP "
"9/28/2019","D","D8 3646 ","18:40","73H","NCE "
"9/28/2019","D","SK 997  ","18:40","343","PVG "
"9/28/2019","A","AI 157  ","18:45","788","DEL "
"9/28/2019","A","LH 2444 ","18:45","32A","MUC "
"9/28/2019","A","SK 996  ","18:45","343","PEK "
"9/28/2019","A","BT 139  ","18:50","73C","RIX "
"9/28/2019","A","LO 461  ","18:55","E95","WAW "
"9/28/2019","D","D8 3744 ","18:55","73H","CTA "
"9/28/2019","A","SK 1210 ","19:00","AT7","AAL "
"9/28/2019","D","LH 831  ","19:00","32A","FRA "
"9/28/2019","D","D8 3732 ","19:05","73H","FCO "
"9/28/2019","D","FR 4048 ","19:05","73H","AGP "
"9/28/2019","D","XQ 925  ","19:05","73H","ADB "
"9/28/2019","A","DX 085  ","19:10","AT4","KRP "
"9/28/2019","A","EJU3321 ","19:10","32A","VCE "
"9/28/2019","A","EJU5687 ","19:10","320","TXL "
"9/28/2019","A","LX 1272 ","19:10","320","ZRH "
"9/28/2019","D","D8 3284 ","19:10","73H","ZAG "
"9/28/2019","D","D8 5923 ","19:10","73H","LPA "
"9/28/2019","D","KL 1134 ","19:10","73H","AMS "
"9/28/2019","A","D8 3645 ","19:15","73H","NCE "
"9/28/2019","A","D8 5072 ","19:25","73H","AGP "
"9/28/2019","A","FR 605  ","19:25","73H","BUD "
"9/28/2019","A","SK 1879 ","19:30","CR9","SVG "
"9/28/2019","D","BT 140  ","19:30","73C","RIX "
"9/28/2019","D","LH 2445 ","19:30","32A","MUC "
"9/28/2019","D","SK 627  ","19:30","CR9","DUS "
"9/28/2019","A","EJU2655 ","19:35","32A","MXP "
"9/28/2019","D","SK 1269 ","19:35","AT7","AAR "
"9/28/2019","A","AF 1050 ","19:40","318","CDG "
"9/28/2019","D","EJU3322 ","19:40","32A","VCE "
"9/28/2019","D","EJU5688 ","19:40","320","TXL "
"9/28/2019","D","SK 753  ","19:40","CR9","GDN "
"9/28/2019","D","DX 052  ","19:45","AT4","RNN "
"9/28/2019","D","LO 462  ","19:45","E95","WAW "
"9/28/2019","A","FR 6482 ","19:50","73H","BOD "
"9/28/2019","D","FR 604  ","19:50","73H","BUD "
"9/28/2019","A","FR 7277 ","19:55","73H","VLC "
"9/28/2019","A","SK 2658 ","19:55","CR9","MUC "
"9/28/2019","A","SK 506  ","19:55","321","LHR "
"9/28/2019","A","D8 5374 ","20:00","73H","ALC "
